id,Sex,Diameter,Length,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
9564,M,1.1875,1.4,0.475,31.75144,11.963489,6.90310325,9.4970825,14
9565,M,0.8625,1.1125,0.2625,12.68640125,5.96756975,2.948348,3.40194,10
9566,M,1.275,1.5,0.5125,40.44056175,17.6050395,8.448151,10.489315,10
9567,I,0.85,1.1375,0.3,10.375917,4.5075705,2.42388225,3.40194,12
9568,F,1.2,1.575,0.4125,33.3673615,13.4660125,7.767763,10.0640725,13
9569,I,0.6,0.8,0.225,4.819415,2.154562,0.963883,1.360776,6
9570,I,1,1.3,0.325,18.24290325,8.43397625,3.72795925,5.10291,7
9571,F,1.175,1.5375,0.425,33.57998275,16.0174675,6.36446275,8.0796075,10
9572,M,1.175,1.5,0.4,33.8776525,14.8267885,6.066793,10.489315,13
9573,I,0.8375,1.125,0.3375,11.77921725,5.10291,2.42388225,3.118445,7
9574,M,1.1625,1.5,0.4375,25.741346,9.8372765,4.60679375,9.07184,15
9575,I,1.1,1.4125,0.3875,26.54930675,12.303683,5.5848515,7.5126175,11
9576,I,0.5375,0.6875,0.175,2.8066005,1.0489315,0.83631025,1.0489315,5
9577,I,0.4875,0.725,0.1625,3.061746,1.2757275,0.793786,0.9922325,6
9578,F,1.075,1.325,0.3875,21.21960075,7.69688925,4.9044635,7.7961125,13
9579,I,0.8125,1.0625,0.225,11.94931425,4.9611625,2.2963095,3.5436875,7
9580,I,0.5125,0.6875,0.175,2.87747425,1.1623295,0.56699,0.9922325,6
9581,M,1.425,1.8,0.475,48.931237,18.24290325,11.963489,15.4504775,17
9582,I,0.975,1.25,0.325,15.5638755,7.824462,3.01922175,4.422522,8
9583,I,0.65,0.8375,0.225,5.5281525,2.211261,1.6726205,1.5592225,6
9584,M,0.7625,0.95,0.25,7.98038425,3.061746,1.48834875,2.551455,8
9585,I,0.975,1.3,0.3125,15.5071765,6.90310325,3.67126025,4.819415,9
9586,M,1.0375,1.3375,0.375,19.17843675,6.8322295,4.4508715,5.5281525,17
9587,M,1.125,1.425,0.4125,24.50814275,12.23280925,4.89028875,6.42116175,12
9588,I,0.7125,0.95,0.2125,6.30776375,2.65067825,1.31825175,2.26796,5
9589,M,1.125,1.375,0.3625,24.45144375,11.7083435,5.216308,7.2291225,8
9590,F,1,1.3,0.35,19.43358225,7.10154975,5.5281525,4.9611625,15
9591,M,1.3125,1.75,0.475,46.45065575,23.11901725,11.5382465,11.0846545,11
9592,I,1.0375,1.3375,0.3625,23.6718325,10.95708175,5.71242425,6.6621325,8
9593,F,1.225,1.525,0.375,31.18445,15.5071765,7.15824875,8.3631025,10
9594,F,1.0875,1.4375,0.4,27.328918,12.68640125,4.6209685,7.654365,9
9595,F,1.125,1.4375,0.3875,26.43590875,12.0485375,5.99591925,7.6260155,10
9596,M,1.2875,1.6375,0.475,36.81182575,17.463292,8.88756825,11.1980525,11
9597,M,1.2875,1.575,0.4,35.6920205,14.16057525,7.98038425,11.623295,16
9598,I,0.6625,0.875,0.2,5.10291,2.28213475,1.09145575,1.70097,6
9599,I,1.0875,1.3,0.375,21.035329,9.865626,4.932813,6.23689,10
9600,F,1.15,1.45,0.4,28.90231525,13.99047825,5.046211,7.7961125,15
9601,I,1,1.275,0.3125,18.824068,8.91591775,3.912231,5.10291,9
9602,I,0.7625,1.0125,0.225,9.39785925,3.86970675,1.7860185,2.6365035,7
9603,F,1.2,1.525,0.375,30.8726055,12.40290625,7.41339425,8.788345,11
9604,M,1.0125,1.2625,0.4125,24.153774,8.958442,5.159609,7.8528115,12
9605,I,0.8,1.05,0.3125,10.39009175,4.32329875,2.4097075,2.891649,7
9606,I,1.125,1.4625,0.3625,19.17843675,9.28446125,3.4869885,6.3786375,7
9607,I,0.8875,1.1,0.25,11.396499,5.499803,2.90582375,3.685435,8
9608,M,1.1375,1.475,0.475,30.1922175,12.6155275,7.15824875,8.0796075,10
9609,I,0.525,0.7,0.1625,3.3168915,1.5025235,0.80796075,0.850485,5
9610,I,0.6,0.8125,0.2125,7.767763,4.2807745,1.8427175,1.984465,10
9611,F,1.025,1.3,0.3125,18.83824275,8.00873375,3.98310475,5.896696,9
9612,M,1.25,1.5875,0.4,31.638042,13.947954,7.35669525,9.355335,11
9613,I,0.9375,1.175,0.3125,13.45183775,5.71242425,3.2601925,4.3941725,8
9614,I,0.575,0.75,0.1875,3.92640575,1.360776,1.154562,1.417475,5
9615,I,0.6625,0.9,0.225,6.27941425,2.6932025,1.8427175,1.984465,7
9616,F,1.0875,1.525,0.4,30.1355185,14.61416725,7.41339425,8.9300925,11
9617,M,1.1375,1.4125,0.4,31.9498865,15.0535845,7.78193775,7.7961125,8
9618,F,1.1875,1.5375,0.3875,31.3261975,13.96212875,7.52679225,9.4970825,10
9619,F,1.05,1.325,0.325,19.57532975,8.1930055,4.365823,5.3580555,10
9620,I,0.75,0.9375,0.2125,6.1518415,3.118445,1.247378,1.871067,6
9621,F,1.275,1.6375,0.4625,38.93803825,17.56251525,9.53960675,10.61688775,9
9622,M,0.9625,1.225,0.375,19.85882475,6.67630725,3.27436725,6.6621325,13
9623,I,0.85,1.075,0.2875,11.15552825,4.91863825,2.4664065,2.83495,6
9624,F,1.075,1.3125,0.4,24.22464775,9.1001895,6.93145275,8.06543275,11
9625,I,0.4875,0.6875,0.175,3.798833,1.34660125,0.793786,0.9922325,5
9626,M,1.0125,1.35,0.3125,22.0275615,10.8011595,4.09650275,5.726599,7
9627,M,1.2125,1.5625,0.425,31.62386725,14.92601175,6.10931725,8.164656,12
9628,I,1,1.3,0.325,16.839603,7.93786,3.9972795,5.10291,8
9629,I,1,1.3125,0.3125,17.7751365,7.49844275,3.67126025,5.2446575,9
9630,F,1.1,1.4125,0.3625,24.323871,8.4198015,5.953395,7.654365,14
9631,I,0.875,1.1375,0.325,14.911837,7.314171,3.7704835,4.6776675,7
9632,I,1.0625,1.4125,0.375,21.44639675,9.8372765,3.98310475,7.2291225,9
9633,F,0.9625,1.25,0.35,16.31513725,7.04485075,2.99087225,4.252425,7
9634,I,0.6875,0.9,0.2125,7.144074,3.515338,1.43164975,1.984465,6
9635,F,0.8375,1.125,0.3,12.6722265,5.99591925,2.36718325,3.8271825,6
9636,M,0.9625,1.2375,0.3375,16.9813505,8.6465975,3.7137845,4.3941725,10
9637,M,1.2375,1.525,0.425,31.6096925,11.623295,8.09378225,9.07184,14
9638,M,1.0375,1.325,0.3125,20.468339,8.1930055,4.77689075,5.953395,10
9639,M,0.9875,1.275,0.3625,18.71067,9.7238785,4.63514325,4.9611625,8
9640,I,0.875,1.15,0.275,12.74310025,5.74077375,2.67902775,3.8271825,7
9641,I,0.5125,0.6875,0.1875,3.86970675,1.63009625,0.69456275,0.9922325,3
9642,M,0.8875,1.125,0.3125,15.9607685,7.15824875,3.33106625,4.1106775,9
9643,M,1,1.3125,0.3625,21.1203775,7.38504475,4.86193925,8.0796075,23
9644,I,0.8875,1.1625,0.3,11.7650425,5.3013565,2.4664065,3.118445,8
9645,M,0.8125,1.0375,0.3125,11.55242125,4.6776675,2.45223175,3.685435,9
9646,I,0.65,0.875,0.2,5.96756975,2.438057,1.4458245,1.984465,8
9647,F,1.1,1.3625,0.375,26.43590875,10.9712565,5.71242425,8.50485,10
9648,I,0.725,0.95,0.2,7.994559,3.44446425,1.7293195,2.26796,7
9649,F,1.2125,1.5125,0.4,28.5479465,16.48523425,5.74077375,7.01650125,9
9650,F,1.1875,1.5625,0.4,27.499015,9.4403835,5.8683465,9.07184,10
9651,F,1.1875,1.55,0.4375,39.9444455,17.78931125,7.314171,10.602713,8
9652,F,1.1875,1.5125,0.425,30.03629525,12.47378,4.66349275,11.056305,12
9653,I,0.9,1.2125,0.3125,14.8834875,7.0590255,3.3735905,4.3941725,8
9654,F,1.2,1.5125,0.3625,32.2333815,12.00601325,6.76135575,9.2135875,13
9655,M,1.15,1.425,0.3875,28.76056775,12.23280925,5.0745605,8.0796075,9
9656,I,0.975,1.2375,0.3,16.9813505,8.40562675,3.44446425,5.2446575,9
9657,F,1.1375,1.45,0.4125,28.76056775,12.77144975,6.78970525,7.5126175,10
9658,M,1.25,1.675,0.3875,41.34774575,19.220961,8.2497045,11.3398,10
9659,I,0.4375,0.6,0.1625,1.80019325,0.89300925,0.52446575,0.56699,5
9660,F,1.25,1.6125,0.4,36.55668025,18.3421265,8.83086925,9.4970825,12
9661,M,1.2875,1.675,0.425,38.612019,18.24290325,7.654365,11.7650425,11
9662,I,0.7625,0.9625,0.2125,7.6827145,3.458639,1.6726205,2.26796,8
9663,F,1.275,1.6,0.425,39.179009,18.200379,8.448151,10.0640725,11
9664,M,1.3125,1.675,0.475,39.745999,18.92329125,8.29222875,10.3475675,11
9665,F,1.025,1.3625,0.35,23.71435675,13.097469,4.43669675,6.520385,10
9666,M,1.1375,1.425,0.425,31.56716825,11.69416875,6.98815175,9.7805775,13
9667,I,0.6375,0.8625,0.225,5.06038575,1.91359125,1.0489315,1.74349425,7
9668,F,1.05,1.3,0.375,20.0430965,9.2135875,3.8271825,5.9250455,10
9669,F,1.225,1.575,0.4125,34.8415355,16.9813505,6.61960825,9.6104805,11
9670,F,1.2125,1.575,0.425,31.127751,14.4298955,6.747181,8.788345,8
9671,M,0.875,1.15,0.325,14.968536,5.59902625,2.9766975,4.3941725,12
9672,F,1.175,1.5125,0.4,33.26813825,14.911837,6.917278,8.958442,11
9673,F,1.1875,1.5125,0.3625,31.25532375,15.422128,6.23689,7.654365,12
9674,M,1.075,1.325,0.3625,21.44639675,9.6104805,5.3013565,6.23689,10
9675,M,1.025,1.325,0.4375,21.87163925,9.808927,4.01145425,5.10291,16
9676,F,1.2125,1.5625,0.4,34.45881725,11.8784405,8.561549,9.922325,14
9677,F,1.175,1.5625,0.4125,31.3261975,14.92601175,7.314171,8.9300925,9
9678,I,0.275,0.4,0.0625,0.510291,0.18427175,0.1417475,0.1417475,4
9679,F,1.0875,1.3625,0.375,25.86891875,11.396499,5.8116475,7.7961125,8
9680,M,1.2125,1.525,0.475,29.21415975,12.09106175,7.200773,8.9300925,23
9681,F,1.1875,1.475,0.3875,30.1355185,12.3887315,5.8116475,9.2135875,11
9682,I,0.6375,0.8625,0.25,5.06038575,2.1262125,1.03475675,1.5592225,11
9683,M,1.0875,1.375,0.425,22.1976585,8.00873375,4.97533725,8.221355,11
9684,I,0.375,0.5125,0.1,1.077281,0.3118445,0.226796,0.3685435,5
9685,F,1.0625,1.4125,0.35,26.40755925,9.17106325,6.4353365,8.6465975,12
9686,M,1.125,1.425,0.375,36.27318525,16.25843825,7.24329725,8.3631025,9
9687,I,0.575,0.7875,0.1875,4.20990075,1.65844575,0.7654365,1.14815475,5
9688,M,1.25,1.5,0.4625,39.859397,15.06775925,7.98038425,11.623295,13
9689,I,0.8875,1.125,0.2875,14.61416725,6.02426875,2.65067825,3.96893,8
9690,M,0.95,1.225,0.3,15.3937785,6.0951425,3.86970675,4.6776675,9
9691,M,1.2375,1.5875,0.4375,36.570855,18.3421265,8.561549,9.7805775,10
9692,M,1.3,1.6375,0.4375,39.2073585,17.8885345,7.6260155,11.3398,11
9693,F,1.275,1.5875,0.4375,36.88327175,14.3164975,8.00873375,10.489315,10
9694,M,1.1625,1.475,0.375,30.0221205,13.834556,6.19436575,7.7961125,10
9695,F,1.075,1.375,0.35,24.39474475,12.2186345,4.876114,6.9456275,9
9696,I,0.625,0.875,0.225,8.17883075,3.912231,1.7860185,2.4097075,7
9697,F,0.9125,1.1875,0.3625,16.42853525,6.350288,3.061746,6.6621325,13
9698,F,1.2625,1.6,0.4625,36.2023115,10.21999475,8.3631025,16.44271,14
9699,I,1.05,1.325,0.325,18.83824275,7.7961125,4.706017,5.51397775,10
9700,M,1.2625,1.6125,0.375,40.61065875,18.75319425,8.68912175,9.7805775,11
9701,M,1.25,1.5875,0.4375,40.78075575,18.2287285,8.71747125,10.489315,11
9702,M,1.225,1.575,0.45,33.1972645,15.6772735,6.59125875,9.7805775,10
9703,M,0.9125,1.1125,0.3625,17.73261225,6.19436575,3.58621175,7.2291225,14
9704,I,0.725,0.9625,0.2125,7.41339425,2.83495,1.57339725,2.19708625,7
9705,F,1.25,1.6375,0.425,40.86580425,18.0586315,9.241937,10.07824725,11
9706,M,0.9875,1.2875,0.3125,19.20678625,9.25611175,3.7137845,4.9611625,10
9707,M,1.325,1.7,0.4125,33.0838665,14.64251675,7.29999625,10.3475675,12
9708,M,1.2,1.5,0.475,35.19590425,14.118051,7.52679225,9.63883,18
9709,M,1.075,1.3125,0.375,23.88445375,11.5382465,5.159609,6.9456275,10
9710,M,1.15,1.45,0.3625,25.86891875,10.2341695,5.726599,7.5126175,11
9711,M,1.0625,1.375,0.3125,24.720764,12.54465375,5.726599,6.0951425,9
9712,F,1.4125,1.8375,0.4625,48.7327905,17.98775775,11.86426575,13.60776,14
9713,M,1.425,1.85,0.5125,62.21297775,25.0893075,13.19669225,14.17475,11
9714,F,0.9,1.1625,0.3,15.5071765,5.71242425,4.57844425,3.96893,8
9715,M,0.875,1.1375,0.3375,21.87163925,9.99319875,3.6570855,5.2446575,8
9716,I,1.0625,1.35,0.35,21.55979475,9.7805775,4.15320175,6.3786375,9
9717,M,1.05,1.35,0.3,20.76600875,8.46232575,4.9044635,5.386405,11
9718,M,1.0625,1.375,0.325,24.5790165,11.113004,5.10291,6.9456275,8
9719,M,0.95,1.2375,0.3125,15.37960375,6.9456275,3.67126025,4.53592,11
9720,M,1.1625,1.4375,0.4125,28.25027675,12.00601325,5.1879585,8.9300925,11
9721,I,0.75,0.9625,0.2375,7.144074,3.44446425,1.4458245,2.16873675,7
9722,M,1.275,1.575,0.4875,35.4652245,15.46465225,8.17883075,10.20582,12
9723,M,1.125,1.425,0.375,28.19357775,15.4504775,5.74077375,7.5126175,11
9724,I,0.8625,1.075,0.25,10.716111,4.9611625,2.36718325,3.5436875,7
9725,F,1.2875,1.6125,0.45,38.612019,16.6411565,6.747181,11.623295,12
9726,F,0.875,1.15,0.2875,13.53688625,4.9611625,3.1467945,4.1106775,9
9727,I,0.5,0.675,0.125,3.005047,1.13398,0.793786,0.8788345,5
9728,I,0.75,0.95,0.2125,7.654365,3.35941575,1.77184375,2.551455,8
9729,F,1.3,1.625,0.5125,42.921143,16.51358375,8.5898985,17.0097,17
9730,I,0.975,1.2625,0.3125,15.195332,7.087375,3.75630875,4.3941725,9
9731,M,0.95,1.25,0.3125,15.8473705,7.654365,2.8632995,4.3941725,9
9732,F,0.875,1.075,0.3125,13.8062065,5.74077375,2.48058125,4.3941725,9
9733,F,1.2875,1.6,0.4125,34.8415355,14.7133905,7.2858215,9.4970825,13
9734,F,1,1.2875,0.3375,18.6256215,8.34892775,4.57844425,5.8116475,10
9735,M,1.3125,1.7,0.4375,39.179009,20.00057225,9.11436425,11.90679,10
9736,I,0.875,1.1375,0.275,13.90542975,5.54232725,3.01922175,3.6570855,8
9737,M,1.1375,1.5,0.4125,31.808139,13.62193475,7.257472,8.9300925,11
9738,F,0.9625,1.25,0.375,18.030282,5.34388075,3.04757125,5.8116475,13
9739,I,0.85,1.15,0.25,13.8062065,5.499803,2.3530085,3.685435,7
9740,I,0.8125,0.9625,0.2875,8.17883075,2.82077525,1.8427175,2.26796,14
9741,I,0.6625,0.8875,0.2125,6.917278,2.948348,1.190679,1.63009625,6
9742,M,0.925,1.175,0.3125,14.118051,5.9817445,3.628736,4.32329875,13
9743,M,1.0125,1.3,0.4375,24.59319125,7.92368525,4.63514325,8.50485,15
9744,I,0.5875,0.7875,0.2125,4.29494925,1.65844575,0.97805775,1.2757275,6
9745,F,1.2125,1.5875,0.5,37.194544,15.06775925,9.99319875,11.7650425,18
9746,F,1.175,1.5625,0.425,31.22697425,14.33067225,6.6054335,8.50485,12
9747,M,1.0875,1.375,0.375,24.70658925,9.90815025,5.71242425,7.2291225,10
9748,I,0.95,1.2375,0.3625,16.9813505,6.633783,3.67126025,4.9611625,12
9749,F,0.8875,1.1375,0.2875,12.79979925,4.252425,2.5798045,4.252425,11
9750,F,1.15,1.425,0.3875,28.44872325,14.67086625,5.556502,8.6465975,11
9751,F,1.275,1.6,0.4875,40.86580425,18.49804875,7.41339425,12.6155275,12
9752,M,1.125,1.425,0.3625,23.91280325,8.334753,5.03203625,7.37087,11
9753,I,0.8625,1.1125,0.2625,11.07047975,5.37223025,1.99863975,3.5436875,8
9754,M,1.275,1.5875,0.4,32.31843,12.57300325,7.29999625,10.3475675,10
9755,M,1.15,1.45,0.4,28.76056775,13.16834275,5.71242425,9.63883,11
9756,F,1.0875,1.3875,0.425,24.99008425,9.90815025,4.7343665,8.3631025,16
9757,M,0.375,0.5,0.125,1.09145575,0.38271825,0.1417475,0.283495,6
9758,M,0.975,1.2625,0.375,19.561155,6.81805475,4.4508715,7.37087,10
9759,M,0.925,1.2125,0.4,15.49300175,5.68407475,3.118445,6.0951425,14
9760,F,0.95,1.25,0.3375,14.628342,4.989512,3.231843,6.23689,13
9761,I,0.45,0.625,0.1625,2.08368825,0.86465975,0.60951425,0.63786375,5
9762,F,1.0625,1.3375,0.3375,20.79435825,8.3631025,4.03980375,4.819415,9
9763,F,1.1875,1.4875,0.4125,27.68328675,11.736693,6.066793,8.50485,12
9764,M,1.1,1.4125,0.4,25.684647,9.695529,6.2085405,8.50485,11
9765,M,1.325,1.7875,0.475,41.23434775,17.08057375,9.39785925,10.19164525,11
9766,F,1.25,1.6125,0.4125,37.32211675,17.59086475,7.4559185,11.4815475,11
9767,M,1.1,1.4125,0.3375,23.586784,9.36950975,5.23048275,6.80388,15
9768,I,1,1.2875,0.35,20.19901875,9.25611175,3.8838815,5.10291,10
9769,F,0.9,1.175,0.3,16.2442635,5.71242425,3.33106625,3.96893,9
9770,I,0.8125,1.05,0.2625,10.19164525,4.43669675,2.3530085,2.83495,8
9771,M,0.9625,1.2125,0.3,16.782904,7.540967,3.64291075,4.77689075,8
9772,F,1.3,1.65,0.475,51.21337175,16.44271,11.97766375,16.44271,19
9773,I,0.6625,0.875,0.225,5.82582225,1.77184375,1.11980525,2.26796,7
9774,M,0.95,1.225,0.3,14.571643,6.36446275,2.96252275,4.252425,19
9775,I,0.7125,0.8875,0.225,7.49844275,3.118445,1.6159215,2.1262125,9
9776,M,1.0875,1.4125,0.35,23.85610425,9.68135425,4.77689075,7.04485075,9
9777,I,0.4,0.5875,0.1375,1.6726205,0.75126175,0.2551455,0.4252425,4
9778,I,0.675,0.9625,0.2125,6.16601625,2.26796,1.077281,1.984465,6
9779,I,0.725,0.925,0.25,7.29999625,3.1467945,1.7293195,2.08368825,6
9780,I,0.775,1.0125,0.225,9.19941275,4.63514325,1.82854275,2.6932025,8
9781,M,0.7375,0.9,0.225,6.56290925,2.53728025,1.6159215,2.1262125,7
9782,F,1.3,1.6375,0.4125,38.00250475,15.592225,8.901743,9.355335,8
9783,F,1.2875,1.65,0.4375,42.354153,16.44271,8.85921875,11.90679,17
9784,M,1.025,1.2875,0.35,27.68328675,9.8372765,6.08096775,7.7961125,15
9785,M,1.2,1.5125,0.3875,34.529691,14.33067225,7.38504475,8.60407325,10
9786,I,0.9375,1.175,0.3,13.53688625,6.59125875,2.5231055,3.8271825,7
9787,I,0.7875,1.025,0.25,9.015141,4.63514325,2.2963095,2.551455,7
9788,F,1.225,1.6,0.3875,33.112216,13.5227115,6.73300625,9.34116025,10
9789,I,1.1125,1.4125,0.3375,21.4038725,9.2702865,4.49339575,7.2291225,10
9790,I,0.8,1.0625,0.2375,8.9867915,4.309124,1.8427175,2.65067825,7
9791,I,1.175,1.4375,0.4,28.8314415,12.06271225,6.36446275,8.0796075,11
9792,F,1.1125,1.4125,0.3125,22.8213475,9.51125725,5.03203625,6.6621325,9
9793,I,1.2125,1.55,0.5,48.972701,17.463292,7.3992195,16.5844575,19
9794,M,0.8875,1.1875,0.325,13.19669225,5.499803,2.778251,4.3941725,10
9795,M,0.9875,1.225,0.3125,15.1102835,7.087375,3.5436875,3.81300775,10
9796,M,0.375,0.525,0.1,1.09145575,0.32601925,0.226796,0.283495,4
9797,F,1.2625,1.6,0.4,35.98969025,16.5844575,8.57572375,9.5537815,10
9798,I,0.6625,0.8875,0.225,5.7549485,2.721552,1.0489315,1.417475,6
9799,I,0.975,1.275,0.3125,15.5071765,6.973977,3.78465825,4.1106775,7
9800,I,0.425,0.5875,0.1375,1.06310625,0.46776675,0.18427175,0.283495,4
9801,I,0.3,0.3375,0.1,0.92135875,0.38271825,0.226796,0.283495,7
9802,F,1.4375,1.75,0.5125,56.075311,27.1871705,10.432616,14.74174,11
9803,F,1.3125,1.6,0.45,33.77842925,13.99047825,8.391452,10.20582,10
9804,F,1.1875,1.4875,0.375,28.22192725,13.59358525,5.2446575,7.7961125,11
9805,M,1,1.3125,0.3375,26.2799865,9.865626,5.62737575,7.7961125,16
9806,M,1.125,1.4,0.4125,26.80445225,11.4248485,5.216308,8.1568885,15
9807,I,1.0375,1.3125,0.35,20.184844,9.96484925,4.706017,5.6699,8
9808,F,1.225,1.6125,0.375,32.0065855,13.13999325,6.80388,8.788345,13
9809,F,1.1875,1.5375,0.425,33.40988575,15.06775925,6.2652395,8.0796075,13
9810,F,1.1,1.4,0.4,25.92561775,10.5176645,6.36446275,8.0796075,10
9811,I,0.6625,0.9375,0.225,6.13766675,2.721552,1.757669,1.984465,7
9812,F,0.8875,1.1625,0.3125,12.757275,5.4147545,3.30271675,4.3941725,12
9813,F,1.2,1.575,0.4375,32.034935,13.5794105,7.27164675,8.9300925,11
9814,M,1.3,1.6375,0.4375,36.7693015,16.612807,8.88756825,10.489315,9
9815,M,1.1375,1.475,0.4,25.51455,11.793392,6.2652395,7.83863675,9
9816,I,0.75,0.9875,0.2375,8.845044,3.96893,1.77184375,2.33883375,7
9817,F,1.4375,1.8,0.5125,49.59745025,22.04173625,11.169703,13.60776,11
9818,I,0.8625,1.125,0.325,13.8062065,6.406987,2.22543575,3.5436875,7
9819,I,1.075,1.4125,0.425,22.8213475,7.10154975,3.98310475,8.00873375,14
9820,I,0.75,1.025,0.275,8.60407325,3.515338,1.54504775,2.6932025,8
9821,I,0.5375,0.7125,0.1875,3.27436725,1.54504775,0.75126175,0.9922325,6
9822,F,1.1125,1.4375,0.4,31.39707125,13.16834275,6.13766675,8.97261675,11
9823,M,1.1625,1.475,0.4125,31.2694985,10.5176645,6.90310325,9.355335,11
9824,M,1.0375,1.325,0.3625,22.49532825,7.711064,5.76912325,6.23689,10
9825,F,1.1875,1.55,0.4,28.76056775,13.154168,5.329706,8.6465975,10
9826,F,1.3,1.625,0.4125,37.9032815,17.293195,8.391452,11.90679,10
9827,M,1.2125,1.55,0.3875,41.97143475,16.782904,8.901743,11.90679,10
9828,M,1.175,1.5375,0.4375,28.33532525,11.736693,5.9250455,8.50485,9
9829,F,1.225,1.5625,0.4125,32.601925,13.13999325,7.52679225,8.9300925,9
9830,I,0.7,0.9375,0.2375,6.90310325,3.061746,1.68679525,1.984465,7
9831,I,0.9625,1.25,0.3125,14.571643,6.36446275,2.96252275,4.53592,8
9832,M,1.1625,1.4625,0.4625,33.8776525,11.75086775,5.82582225,11.3681495,10
9833,M,1.2,1.6125,0.425,37.74735925,16.839603,8.37727725,9.7805775,11
9834,I,1.075,1.3625,0.35,21.8007655,9.82310175,4.3941725,6.6621325,8
9835,F,1.1375,1.4125,0.475,27.91008275,10.24834425,4.46504625,8.0796075,14
9836,I,0.8375,1.1,0.2875,11.1413535,5.443104,2.551455,2.9766975,7
9837,F,1.3125,1.625,0.4875,49.54075125,23.28911425,10.2908685,13.3526145,11
9838,M,1.2125,1.5625,0.4375,33.40988575,13.42348825,6.4353365,11.056305,10
9839,I,1.025,1.3125,0.35,21.64484325,9.25611175,4.3374735,5.5281525,9
9840,M,1.0625,1.2875,0.3125,20.19901875,8.8733935,4.819415,5.386405,10
9841,I,1.1125,1.3625,0.3625,22.66542525,10.78698475,5.9250455,6.23689,8
9842,I,1.125,1.425,0.375,24.8058125,12.23280925,4.649318,7.2291225,8
9843,M,1.25,1.6125,0.425,35.50774875,17.860185,7.66853975,9.355335,11
9844,F,1.3125,1.6375,0.5125,40.63900825,13.8062065,7.04485075,13.1825175,16
9845,F,1.1875,1.5125,0.425,30.40483875,13.097469,6.50621025,8.788345,29
9846,F,1.275,1.6125,0.475,40.12871725,18.2287285,9.39785925,11.623295,10
9847,F,1.175,1.5125,0.4,32.2900805,14.92601175,6.93145275,8.9300925,9
9848,M,0.675,0.875,0.2125,5.34388075,1.71514475,1.190679,1.70097,12
9849,M,1.2375,1.575,0.4375,36.627554,16.4143605,8.00873375,10.0640725,8
9850,F,1.1625,1.4875,0.4,31.2694985,14.5432935,6.463686,9.5537815,10
9851,F,1.175,1.525,0.4125,27.612413,12.68640125,5.40057975,9.48290775,20
9852,I,0.8375,1.1125,0.275,12.54465375,5.953395,2.551455,3.8271825,7
9853,I,0.775,0.9875,0.225,8.51902475,4.69184225,1.77184375,2.324659,6
9854,F,1.0875,1.4125,0.3375,22.92057075,10.5743635,4.89028875,6.747181,9
9855,I,0.475,0.625,0.15,2.16873675,1.1056305,0.4252425,0.7087375,5
9856,M,1.0875,1.3625,0.4125,26.09571475,13.79203175,5.40057975,5.783298,9
9857,I,0.7625,0.9875,0.2625,10.149121,4.422522,1.814368,2.9766975,8
9858,M,1.0875,1.375,0.4,22.7646485,8.391452,4.40834725,7.5126175,10
9859,I,1.25,1.575,0.425,37.0527965,13.96212875,9.21281075,10.0640725,13
9860,F,1.025,1.3125,0.3125,19.74542675,8.46232575,4.06815325,5.8116475,7
9861,F,1.1875,1.5375,0.375,32.601925,16.3009625,7.9662095,8.8166945,10
9862,I,0.475,0.525,0.15,1.45999925,0.5386405,0.340194,0.4819415,3
9863,M,1.15,1.4625,0.425,24.73493875,10.70193625,5.85417175,7.7961125,9
9864,I,0.6875,0.925,0.2125,6.98815175,2.53728025,1.6159215,1.984465,7
9865,F,1.075,1.4125,0.4,24.84833675,9.241937,5.57067675,8.0796075,10
9866,F,1.3125,1.625,0.5125,46.096287,16.045817,9.39785925,11.623295,13
9867,M,1.2,1.5625,0.4,32.034935,16.76872925,7.89533575,8.6465975,10
9868,M,1.25,1.6,0.475,38.96638775,13.99047825,8.2497045,11.3398,10
9869,F,1.4,1.8,0.5125,50.802304,23.2182405,10.4042665,13.324265,11
9870,I,0.8125,1.0875,0.275,10.33339275,4.26659975,2.67902775,2.6932025,8
9871,M,1.3375,1.6625,0.4875,46.4648305,19.20678625,11.07047975,11.056305,16
9872,I,0.3,0.4,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,5
9873,M,1.2125,1.5,0.4,28.3495,11.8784405,6.50621025,9.355335,12
9874,M,0.8375,1.1,0.3125,11.509897,5.329706,2.67902775,3.8271825,7
9875,I,0.3875,0.525,0.1,1.304077,0.52446575,0.18427175,0.3118445,5
9876,F,1.1875,1.5125,0.4125,34.5013415,16.839603,5.8683465,8.845044,11
9877,I,0.9625,1.325,0.35,18.9658155,8.34892775,4.01145425,4.9611625,9
9878,I,0.7875,1.0125,0.25,10.44679075,4.94698775,1.77184375,3.118445,7
9879,I,0.625,0.825,0.1875,4.819415,1.91359125,1.09145575,1.417475,8
9880,I,0.8875,1.1875,0.325,14.3731965,5.28718175,3.07592075,3.96893,8
