id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight
20723,I,0.6875,0.5,0.15,2.438057,1.13398,0.623689,0.850485
20724,F,1.5625,1.2875,0.4,29.086587,13.96212875,7.427569,9.4970825
20725,I,0.7125,0.525,0.2125,2.721552,1.13398,0.52446575,0.850485
20726,M,1.35,1.0625,0.3375,20.3265915,8.85921875,4.309124,6.0951425
20727,F,1.4375,1.2,0.3625,30.1922175,14.84096325,6.4353365,6.9456275
20728,F,1.4625,1.1375,0.3875,27.555714,11.75086775,6.44951125,8.9300925
20729,I,0.9,0.6875,0.225,6.23689,2.721552,1.0489315,1.71514475
20730,I,1.4125,1.125,0.4125,25.51455,10.9145575,5.3013565,8.221355
20731,F,1.4375,1.15,0.4125,28.22192725,12.28950825,6.30776375,9.07184
20732,M,1.475,1.1375,0.4125,38.03085425,16.11669075,7.6827145,9.07184
20733,M,1.1125,0.85,0.25,12.71475075,5.06038575,2.948348,3.40194
20734,I,1.175,0.9125,0.275,14.571643,7.200773,2.721552,3.96893
20735,I,0.8875,0.65,0.2375,6.7755305,2.9766975,1.48834875,2.26796
20736,F,1.5625,1.2125,0.45,34.302895,14.38737125,8.391452,9.07184
20737,F,1.5875,1.2375,0.4875,37.9032815,15.3370795,7.98038425,11.056305
20738,M,1.25,0.9375,0.3125,16.8112535,7.10154975,3.67126025,5.5281525
20739,M,1.5125,1.225,0.5125,30.900955,12.20445975,6.22271525,8.8733935
20740,M,1.675,1.3125,0.425,42.8360945,20.68096025,10.0073735,9.922325
20741,M,1.375,1.0375,0.35,20.99280475,7.41339425,4.8477645,6.0951425
20742,M,1.2125,0.975,0.35,19.43358225,7.10154975,3.6570855,6.70465675
20743,F,1.4875,1.175,0.375,28.689694,10.56018875,6.16601625,9.07184
20744,M,1.3875,1.0625,0.375,22.58037675,10.56018875,4.9044635,6.80388
20745,I,1.1625,0.875,0.2625,11.35397475,4.46504625,2.5231055,3.685435
20746,M,1.625,1.25,0.4375,36.3157095,16.9246515,7.6827145,10.61688775
20747,F,1.7,1.3125,0.3875,43.7432785,18.6256215,8.0796075,10.3475675
20748,F,1.5375,1.1875,0.4375,35.50774875,14.47241975,8.71747125,9.979024
20749,M,1.3125,1.0,0.3625,22.1409595,8.50485,4.12485225,6.0384435
20750,I,1.2875,0.975,0.325,14.458245,5.839997,2.7499015,4.3941725
20751,F,1.4875,1.1625,0.4125,27.25804425,11.60912025,6.78970525,6.6621325
20752,M,1.4625,1.125,0.375,26.09571475,10.8011595,6.1518415,8.3631025
20753,M,1.4125,1.1,0.3625,19.57532975,8.9867915,4.40834725,6.23689
20754,F,1.5,1.2,0.4125,29.48348,9.48290775,6.80388,9.355335
20755,M,1.425,1.125,0.3875,26.32251075,10.47514025,5.79747275,7.087375
20756,M,1.3125,1.0125,0.3,18.24290325,7.75358825,4.479221,5.386405
20757,M,1.8,1.4125,0.4375,47.10269425,19.7029025,10.16329575,11.056305
20758,I,1.075,0.85,0.2875,11.94931425,5.8116475,1.984465,3.5436875
20759,I,0.9375,0.675,0.2,6.30776375,3.118445,1.28990225,1.70097
20760,M,1.6,1.25,0.4125,39.972795,18.0019325,9.05766525,10.2908685
20761,I,1.125,0.9,0.275,12.417081,4.5075705,2.4097075,3.98310475
20762,M,1.175,0.9125,0.3125,16.782904,6.860579,3.30271675,5.20213325
20763,F,1.4375,1.125,0.375,24.2955215,10.78698475,5.54232725,6.80388
20764,M,1.625,1.3125,0.475,41.23434775,16.79707875,10.77281,11.056305
20765,M,1.75,1.3375,0.45,41.91473575,17.13727275,8.448151,11.056305
20766,I,0.8125,0.5125,0.1875,3.96893,1.474174,0.72291225,0.9922325
20767,I,1.0875,0.85,0.3125,15.09610875,6.56290925,4.15320175,3.5436875
20768,F,1.55,1.1625,0.475,31.34037225,10.716111,7.37087,11.056305
20769,F,1.4875,1.25,0.475,28.803092,10.5176645,6.2085405,11.056305
20770,I,1.425,1.125,0.3375,28.5479465,14.911837,5.79747275,7.5126175
20771,I,0.9125,0.6625,0.2375,6.0384435,2.9766975,1.417475,1.984465
20772,M,1.25,0.9875,0.3,18.71067,7.41339425,3.81300775,5.556502
20773,I,0.6375,0.4875,0.175,2.664853,0.94970825,0.4819415,0.793786
20774,F,1.575,1.175,0.4125,32.98464325,14.5999925,7.01650125,8.788345
20775,M,1.3125,1.0,0.325,20.87940675,7.44174375,4.06815325,6.520385
20776,F,1.5,1.1875,0.4375,32.715323,14.061352,4.7343665,8.1363065
20777,M,1.4125,1.125,0.4,28.33532525,11.509897,5.6699,8.0796075
20778,F,1.475,1.225,0.3375,28.462898,10.87203325,6.13766675,8.3631025
20779,F,1.575,1.2625,0.3875,33.8776525,13.56523575,6.98815175,10.0640725
20780,I,1.025,0.8125,0.25,9.42620875,3.50116325,2.05533875,3.118445
20781,I,1.0,0.775,0.225,8.12213175,4.3374735,1.70097,2.1829115
20782,I,0.9,0.675,0.225,6.23689,2.664853,1.13398,2.4097075
20783,F,1.7,1.375,0.425,44.15434625,19.66037825,11.24057675,11.3398
20784,F,1.4375,1.1375,0.375,27.385617,12.03436275,6.80388,7.7961125
20785,F,1.2625,1.0375,0.4,22.11261,8.51902475,4.706017,5.6699
20786,M,1.3625,1.075,0.4125,23.700182,10.41844125,4.706017,7.030676
20787,F,1.4375,1.1125,0.425,24.7491135,9.87980075,5.6982495,7.654365
20788,M,1.65,1.2875,0.4625,41.4753185,17.19397175,8.448151,11.623295
20789,I,1.325,1.025,0.325,23.88445375,10.6310625,4.025629,5.00368675
20790,I,0.9375,0.6875,0.25,6.98815175,2.48058125,1.247378,2.1262125
20791,I,1.3375,1.025,0.325,20.184844,9.28446125,3.8838815,5.953395
20792,F,1.25,1.0,0.325,16.8112535,7.38504475,3.40194,4.97533725
20793,F,1.4375,1.125,0.425,28.64716975,10.41844125,6.67630725,10.489315
20794,M,1.3625,1.075,0.325,21.659018,10.41844125,4.422522,5.216308
20795,M,1.475,1.175,0.4125,31.19862475,11.1980525,7.15824875,8.3631025
20796,I,0.85,0.6625,0.225,5.82582225,2.721552,1.0489315,1.2757275
20797,F,1.7625,1.425,0.5125,44.69298675,19.6462035,12.47378,12.757275
20798,F,1.6125,1.25,0.475,42.013959,14.84096325,8.77417025,11.1980525
20799,M,1.5375,1.225,0.425,28.462898,12.40290625,6.690482,9.02931575
20800,F,1.25,1.0125,0.35,21.47474625,7.7961125,4.63514325,7.087375
20801,M,1.15,0.8625,0.275,12.0485375,4.23825025,2.5798045,3.2601925
20802,M,1.6125,1.3125,0.4875,46.62075275,12.8423235,9.53960675,15.025235
20803,F,1.675,1.25,0.5,47.89648025,18.824068,10.1207715,12.8423235
20804,M,1.4625,1.1625,0.3875,27.499015,13.5794105,4.55009475,7.087375
20805,M,1.525,1.2125,0.4375,35.6920205,15.15280775,7.4559185,9.7805775
20806,F,1.675,1.325,0.4875,36.27318525,16.3009625,7.58349125,10.6310625
20807,I,0.9125,0.675,0.25,6.8322295,2.2963095,1.31825175,2.19708625
20808,F,1.5,1.075,0.4,27.28639375,12.40290625,5.839997,6.9456275
20809,I,1.4,1.1375,0.4125,22.2543575,8.51902475,4.66349275,7.7961125
20810,I,1.375,1.075,0.3625,21.50309575,8.66077225,4.43669675,6.23689
20811,I,0.75,0.55,0.1875,3.9972795,1.6726205,1.17650425,0.9922325
20812,F,1.525,1.1875,0.4125,29.80949925,12.85649825,6.633783,8.788345
20813,F,1.5,1.1875,0.4,33.962701,13.13999325,7.15824875,8.0796075
20814,I,1.125,0.775,0.3,10.3475675,4.32329875,2.33883375,3.10427025
20815,I,0.95,0.6875,0.25,7.144074,2.721552,1.80019325,2.26796
20816,I,1.4,1.075,0.3625,21.36134825,10.47514025,4.40834725,6.7755305
20817,I,0.9625,0.75,0.2375,8.40562675,3.69960975,1.587572,2.4097075
20818,F,1.375,1.0625,0.325,16.68368075,7.654365,3.61456125,6.3786375
20819,M,1.025,0.8,0.275,8.00873375,3.89805625,1.63009625,2.83495
20820,F,1.0625,0.8375,0.275,11.89261525,4.32329875,2.65067825,5.2446575
20821,M,1.4625,1.15,0.4625,28.33532525,9.2702865,6.8322295,8.50485
20822,F,1.5,1.15,0.425,31.2694985,11.1413535,6.4353365,9.02931575
20823,I,1.1,0.8625,0.2375,10.432616,4.52174525,2.25378525,3.40194
20824,M,1.65,1.3375,0.475,44.395317,18.9091165,10.02154825,10.035723
20825,I,0.7375,0.575,0.2,3.01922175,1.54504775,0.83631025,0.9922325
20826,I,1.1,0.825,0.2625,12.82814875,5.8683465,2.90582375,3.2601925
20827,M,1.4875,1.1625,0.375,26.12406425,10.56018875,4.9044635,8.83086925
20828,F,1.6125,1.275,0.4,40.5681345,17.3215445,8.7599955,11.24057675
20829,M,1.4375,1.2125,0.3875,29.7386255,9.2135875,6.973977,10.3475675
20830,I,0.975,0.725,0.25,7.93786,3.24601775,1.80019325,2.1262125
20831,M,1.4875,1.2,0.4125,30.57493575,14.33067225,7.27164675,8.50485
20832,I,1.15,0.875,0.275,11.38232425,4.80524025,2.67902775,3.8271825
20833,F,1.2875,0.975,0.3125,15.3937785,6.5487345,2.6932025,4.139027
20834,M,1.0625,0.8125,0.2875,10.41844125,4.80524025,2.65067825,3.40194
20835,I,1.375,1.0625,0.3125,22.1976585,9.87980075,5.2446575,6.0951425
20836,M,1.55,1.2,0.4,30.71668325,13.42348825,6.80388,9.2135875
20837,I,1.2125,0.8875,0.3125,16.51358375,7.41339425,3.04757125,4.6776675
20838,I,0.9,0.675,0.225,6.1518415,2.50893075,1.2190285,1.984465
20839,M,1.15,0.875,0.275,12.360382,5.74077375,2.4664065,3.5436875
20840,M,1.4875,1.125,0.375,32.16250775,16.40018575,7.824462,7.5126175
20841,M,1.325,1.0625,0.35,23.57260925,9.015141,5.839997,6.23689
20842,M,1.475,1.125,0.4375,27.45649075,11.5382465,6.78970525,6.80388
20843,I,1.4125,1.1375,0.3625,23.51591025,12.48795475,4.91863825,6.747181
20844,I,1.175,0.8875,0.3125,13.8062065,5.9817445,3.005047,4.3941725
20845,M,1.55,1.225,0.375,31.87901275,14.92601175,7.38504475,8.107957
20846,I,0.9625,0.75,0.2,8.12213175,4.5075705,1.43164975,2.19708625
20847,M,1.1625,0.8875,0.3125,11.396499,4.69184225,2.70737725,3.8271825
20848,I,1.075,0.85,0.2875,11.623295,5.34388075,2.45223175,3.8271825
20849,F,1.275,1.0125,0.4,25.9397925,9.79475225,6.7755305,9.07184
20850,M,1.5375,1.1875,0.4125,29.540179,13.79203175,7.52679225,7.83863675
20851,F,1.4,1.075,0.325,22.1409595,7.52679225,5.2446575,7.087375
20852,I,1.3,1.0,0.35,18.313777,8.60407325,4.0539785,5.8116475
20853,M,1.5625,1.25,0.4375,37.0527965,14.92601175,8.278054,10.3475675
20854,I,1.2125,0.925,0.2875,15.29455525,7.04485075,2.90582375,3.8271825
20855,I,1.125,0.9,0.3,13.53688625,5.96756975,2.5231055,3.35941575
20856,I,0.9375,0.7,0.225,7.087375,3.96893,1.6159215,1.757669
20857,M,1.3875,1.0875,0.4125,29.8520235,11.793392,6.973977,10.9145575
20858,I,0.9125,0.6875,0.2125,6.7755305,2.9766975,1.1623295,1.91359125
20859,M,1.575,1.25,0.4375,34.6147395,13.1825175,7.24329725,11.623295
20860,M,1.2625,0.9375,0.3125,21.092028,10.13494625,4.2240755,4.819415
20861,I,0.825,0.6375,0.2125,5.20213325,2.26796,1.34660125,1.7860185
20862,I,0.9375,0.6875,0.225,6.577084,3.005047,1.14815475,1.8427175
20863,F,1.4125,1.1,0.4375,27.9667818,9.468733,5.8683465,8.6465975
20864,M,1.3125,1.0,0.35,21.885814,9.70970375,4.89028875,5.5281525
20865,F,1.575,1.25,0.4375,39.2073585,14.7133905,8.34892775,11.90679
20866,M,1.5125,1.1125,0.3875,28.81726675,13.73533275,6.59125875,7.5126175
20867,F,1.6125,1.3125,0.475,41.82968725,18.32795175,9.68135425,11.1980525
20868,M,1.475,1.225,0.4125,24.84833675,10.78698475,6.78970525,6.76135575
20869,M,1.425,1.1,0.375,22.6512505,9.56795625,4.7910655,6.80388
20870,I,0.9875,0.7375,0.25,7.030676,2.65067825,1.43164975,2.551455
20871,I,0.775,0.5875,0.2,3.61456125,1.530873,0.9355335,1.13398
20872,F,1.6625,1.3125,0.45,47.86813075,22.77882325,10.24834425,12.757275
20873,I,1.0375,0.775,0.25,9.51125725,4.03980375,2.02698925,2.6932025
20874,F,1.6125,1.3125,0.425,34.68561325,12.303683,7.18659825,11.3398
20875,I,1.0875,0.8375,0.275,11.963489,5.443104,2.22543575,2.778251
20876,I,0.8625,0.65,0.2375,5.443104,2.721552,1.54504775,1.984465
20877,M,1.375,1.0375,0.375,21.64484325,9.63883,4.8477645,6.87475375
20878,M,1.575,1.2125,0.4375,32.98464325,13.834556,8.03708325,8.9300925
20879,I,0.575,0.425,0.1,1.814368,0.60951425,0.396893,0.56699
20880,M,1.2375,0.9625,0.3125,17.70426275,8.561549,3.07592075,4.5642695
20881,M,1.6125,1.2625,0.475,38.11590275,16.726205,9.25611175,10.61688775
20882,M,0.875,0.6625,0.225,5.783298,2.05533875,1.48834875,1.70097
20883,M,1.7625,1.4125,0.475,56.1603595,23.6151335,11.9351395,16.0174675
20884,F,1.1,0.8625,0.2625,12.48795475,5.443104,2.9199985,3.40194
20885,F,1.375,1.0125,0.325,18.24290325,7.24329725,4.139027,5.953395
20886,M,1.225,0.9625,0.3125,16.2442635,6.7188315,3.345241,5.9250455
20887,M,1.5625,1.25,0.4125,30.504062,13.50853675,6.917278,9.355335
20888,I,1.4125,1.1,0.3625,23.40251225,10.61688775,4.32329875,6.6621325
20889,M,1.4,1.1,0.4125,25.16018125,9.42620875,5.17378375,8.12213175
20890,F,1.0625,0.85,0.275,11.5382465,4.9611625,2.7499015,3.96893
20891,M,1.475,1.1375,0.4,24.6924145,10.02154825,4.989512,7.37087
20892,M,1.575,1.2,0.375,32.715323,14.89766225,8.731646,8.1363065
20893,I,1.1875,0.9,0.3,14.13222575,7.81028725,2.8066005,3.67126025
20894,F,1.525,1.175,0.3875,26.2232875,13.6928085,5.42892925,6.23689
20895,I,0.9,0.7375,0.2375,7.144074,2.59397925,1.48834875,2.4097075
20896,M,1.2625,0.95,0.3875,17.463292,6.81805475,3.38776525,5.2446575
20897,I,1.225,0.95,0.3,16.42853525,6.67630725,3.55786225,5.2446575
20898,I,1.25,0.975,0.3125,16.556108,8.3064035,2.99087225,4.40834725
20899,F,1.3625,1.075,0.35,23.23241525,10.4609655,4.86193925,6.80388
20900,F,1.3875,1.1,0.35,24.81998725,12.3887315,5.3580555,6.80388
20901,F,1.7,1.35,0.4875,50.6605565,23.6151335,10.8578585,13.60776
20902,M,1.5375,1.2375,0.4375,34.91240925,15.3937785,7.98038425,9.3269855
20903,I,0.9375,0.7875,0.275,9.73805325,3.0900955,1.60174675,2.6932025
20904,I,1.4375,1.0875,0.3875,24.94756,9.90815025,5.556502,7.654365
20905,F,1.675,1.3125,0.425,47.230267,21.98503725,7.52679225,12.8990225
20906,F,1.625,1.3125,0.4375,42.410852,19.66037825,10.4609655,11.3398
20907,F,1.525,1.175,0.4125,32.6302745,11.63746975,6.917278,10.035723
20908,M,1.25,1.0,0.35,20.53921275,9.015141,4.01145425,4.9611625
20909,M,1.325,0.9625,0.3125,17.633389,5.159609,4.12485225,5.386405
20910,M,1.375,1.025,0.3,24.73493875,10.9712565,5.896696,6.633783
20911,M,1.5875,1.3125,0.4375,42.48172575,20.68096025,7.7394135,11.60912025
20912,M,1.475,1.1375,0.425,32.4601775,13.891255,7.711064,7.654365
20913,F,1.425,1.15,0.375,26.12406425,10.61688775,5.8116475,8.3631025
20914,M,1.65,1.2875,0.4375,37.94580575,18.427175,8.674947,9.4970825
20915,M,1.375,1.0625,0.3125,22.566202,9.51125725,4.97533725,6.520385
20916,M,1.4375,1.2125,0.3875,26.23746225,11.07047975,5.40057975,8.50485
20917,M,1.5,1.1875,0.4125,29.5118295,12.813974,6.22271525,7.93786
20918,F,1.75,1.5,0.475,48.00987825,19.09338825,10.432616,14.17475
20919,I,0.95,0.675,0.2375,5.8683465,2.2396105,1.1623295,1.8994165
20920,I,0.525,0.375,0.1,1.13398,0.5386405,0.29766975,0.3685435
20921,I,1.1,0.8375,0.2625,11.77921725,5.51397775,2.14038725,3.13261975
20922,I,0.875,0.6875,0.175,5.31553125,2.14038725,0.9922325,1.644271
20923,M,1.5875,1.2625,0.475,38.5836695,17.44911725,8.6465975,10.20582
20924,M,1.525,1.225,0.425,31.18445,12.09106175,7.711064,9.39785925
20925,F,1.475,1.175,0.4125,31.127751,14.89766225,7.24329725,8.3631025
20926,M,1.6125,1.225,0.4,35.550273,14.4298955,8.60407325,9.63883
20927,M,1.4125,1.1,0.3875,24.437269,9.2135875,5.71242425,8.50485
20928,F,1.475,1.15,0.375,27.0170735,12.11941125,5.74077375,8.3631025
20929,I,0.825,0.5375,0.1875,3.92640575,1.60174675,0.89300925,0.9922325
20930,F,1.5625,1.275,0.4375,36.4291075,16.37183625,5.8683465,10.489315
20931,F,1.425,1.1375,0.3875,26.43590875,8.50485,5.6982495,8.6465975
20932,F,1.6125,1.2875,0.475,41.39027,16.612807,11.41067375,10.3475675
20933,I,0.775,0.5875,0.1875,4.29494925,1.6726205,0.86465975,1.26155275
20934,I,0.525,0.375,0.1125,1.190679,0.35436875,0.283495,0.3118445
20935,F,1.45,1.1375,0.4125,27.8675585,8.6465975,6.350288,9.2135875
20936,I,1.175,0.875,0.2875,12.48795475,5.4147545,2.56562975,3.685435
20937,I,1.0125,0.75,0.225,7.93786,3.27436725,1.6159215,2.1262125
20938,I,1.1875,0.9125,0.2875,13.53688625,5.6699,2.9766975,4.3941725
20939,M,1.55,1.2125,0.425,32.10580875,15.46465225,6.90310325,8.50485
20940,M,1.6,1.2875,0.4375,31.18445,13.60776,7.10154975,10.0640725
20941,I,1.0625,0.8,0.25,10.77281,4.5075705,2.02698925,2.6932025
20942,M,1.5625,1.2125,0.4375,34.8415355,16.159215,7.58349125,9.355335
20943,F,1.5,1.2125,0.3625,35.81959325,14.92601175,7.98038425,9.355335
20944,I,1.0875,0.8375,0.2375,11.509897,4.4508715,2.0695135,3.8271825
20945,I,0.675,0.5,0.175,3.24601775,1.28990225,0.66621325,0.9922325
20946,I,1.1125,0.8125,0.2875,11.6516445,5.329706,2.8066005,3.3735905
20947,M,1.475,1.175,0.375,24.5790165,11.113004,5.329706,6.9456275
20948,M,1.5875,1.25,0.4125,33.04134225,14.50076925,7.55514175,8.6465975
20949,I,0.9625,0.7,0.2125,7.21494775,3.44446425,1.7293195,2.26796
20950,M,1.525,1.25,0.425,31.2694985,13.947954,6.577084,9.128539
20951,M,1.6375,1.275,0.4375,38.612019,17.0380495,8.40562675,9.355335
20952,M,0.8,0.65,0.225,5.85417175,2.211261,1.80019325,1.5592225
20953,F,1.2875,0.975,0.3125,16.34348675,6.5487345,4.09650275,5.386405
20954,M,1.1375,0.8625,0.275,13.8062065,5.499803,2.4664065,3.5436875
20955,F,1.525,1.2125,0.4125,31.581343,13.9196045,6.81805475,9.2135875
20956,F,1.5625,1.2125,0.3875,30.1922175,12.8423235,7.01650125,8.788345
20957,I,1.2,0.8875,0.3125,13.437663,6.76135575,3.01922175,4.252425
20958,F,1.325,1.0125,0.3375,24.73493875,7.3992195,5.3013565,7.654365
20959,M,1.925,1.5125,0.5,56.9541455,29.66775175,11.566596,16.91047675
20960,M,1.425,1.125,0.35,27.839209,10.77281,4.7910655,8.3631025
20961,M,1.7375,1.35,0.4375,47.18774275,21.98503725,10.19164525,13.4660125
20962,F,1.475,1.1,0.3625,28.8314415,13.834556,6.917278,7.654365
20963,I,1.3125,0.9875,0.35,16.45688475,6.98815175,3.742134,4.195726
20964,M,1.4375,1.15,0.3625,27.20134525,13.08329425,5.8683465,6.747181
20965,M,1.575,1.2625,0.4375,36.173962,14.2597985,7.27164675,13.324265
20966,I,1.3875,1.1,0.375,23.91280325,9.82310175,5.0745605,6.80388
20967,F,1.25,0.975,0.325,16.93882625,8.88756825,3.07592075,4.35164825
20968,F,1.6,1.275,0.475,38.55532,15.15280775,7.55514175,13.324265
20969,I,0.875,0.6375,0.1875,5.10291,2.11203775,1.13398,1.70097
20970,F,1.6625,1.3125,0.4375,38.96638775,17.519991,7.58349125,11.90679
20971,F,1.5375,1.1875,0.3875,27.612413,12.20445975,5.556502,8.788345
20972,I,0.95,0.725,0.25,7.95203475,3.40194,2.05533875,2.26796
20973,I,1.4125,1.125,0.3625,23.5584345,10.149121,4.3374735,7.087375
20974,I,0.675,0.4875,0.175,2.48058125,0.80796075,0.5953395,0.850485
20975,M,1.5625,1.2,0.4375,35.62114675,17.67591325,8.54737425,9.865626
20976,F,1.625,1.275,0.4125,39.19318375,19.1359125,9.6104805,8.9300925
20977,I,1.3375,1.05,0.3125,20.41164,9.355335,4.7910655,5.953395
20978,I,1.0875,0.825,0.275,10.33339275,4.5075705,2.33883375,2.9766975
20979,I,0.6375,0.4625,0.175,2.99087225,1.1056305,0.5953395,0.7087375
20980,I,1.075,0.8125,0.25,11.60912025,5.6982495,2.5231055,2.83495
20981,M,1.35,1.0875,0.35,22.89222125,10.67358675,4.195726,5.726599
20982,F,1.3375,1.0375,0.4375,24.153774,8.34892775,5.499803,7.7961125
20983,F,1.65,1.3125,0.5,42.354153,20.2131935,8.7032965,10.149121
20984,F,1.525,1.2125,0.425,33.83512825,15.592225,7.98038425,9.07184
20985,I,1.3,0.95,0.325,17.2648455,8.46232575,3.72795925,4.3941725
20986,M,1.45,1.075,0.375,22.77882325,9.82310175,4.72019175,6.0384435
20987,F,1.3625,1.1125,0.4125,27.68328675,10.4042665,5.79747275,8.50485
20988,F,1.4625,1.225,0.4125,31.31202275,14.004653,7.27164675,8.9867915
20989,F,1.375,1.0875,0.375,26.932025,12.6155275,5.03203625,8.06543275
20990,F,1.475,1.1625,0.3625,28.22192725,12.28950825,6.066793,7.087375
20991,M,1.5875,1.2375,0.4625,35.9755155,14.33067225,8.80251975,9.355335
20992,F,1.575,1.2625,0.425,30.43318825,13.5794105,6.690482,8.29222875
20993,M,1.2875,0.9875,0.3125,15.3937785,6.633783,3.7137845,4.819415
20994,I,1.1,0.825,0.275,11.3398,4.77689075,2.33883375,3.685435
20995,F,1.8,1.4375,0.5125,50.7739545,19.77377625,10.78698475,15.4504775
20996,I,1.0625,0.75,0.25,9.08601475,3.515338,2.041164,2.9766975
20997,I,0.975,0.725,0.2375,7.6260155,3.628736,1.6159215,2.1829115
20998,I,0.5875,0.4125,0.1375,1.54504775,0.60951425,0.26932025,0.56699
20999,F,1.525,1.2,0.5125,36.1456125,14.4298955,6.7755305,11.3398
21000,F,1.4125,1.1,0.3875,29.1716355,14.21727425,5.17378375,7.7961125
21001,I,1.4125,1.0625,0.3875,23.586784,9.87980075,4.479221,7.767763
21002,I,1.375,1.1,0.3625,22.1976585,9.39785925,4.932813,6.9456275
21003,I,1.1875,0.9125,0.2875,14.911837,5.71242425,2.56562975,4.9611625
21004,I,1.4875,1.1625,0.3125,27.91008275,12.47378,6.520385,8.0796075
21005,F,1.425,1.125,0.375,24.28134675,12.6155275,4.706017,6.80388
21006,F,1.8375,1.325,0.45,53.28288525,25.0893075,12.94154675,13.60776
21007,M,1.2875,0.95,0.3375,15.66309875,6.973977,3.81300775,4.6776675
21008,F,1.325,0.9625,0.3375,23.7285315,12.34620725,5.71242425,5.2446575
21009,F,1.2375,0.95,0.375,18.597272,8.17883075,3.75630875,4.819415
21010,I,1.0625,0.8125,0.275,8.32057825,3.21766825,1.60174675,2.6932025
21011,M,1.8125,1.4375,0.5125,62.652395,30.7025085,11.9351395,14.21727425
21012,F,1.5625,1.2,0.4375,35.777069,17.7751365,8.43397625,8.9300925
21013,F,1.55,1.225,0.375,31.808139,13.60776,6.463686,8.0796075
21014,M,1.525,1.2,0.4125,31.53881875,14.7133905,6.577084,8.6465975
21015,M,1.8,1.4375,0.5375,49.668324,19.5895045,11.12717875,17.0097
21016,F,1.425,1.125,0.3625,27.0170735,10.77281,6.33611325,7.93786
21017,I,1.375,1.0625,0.3125,22.80717275,8.901743,4.97533725,6.9456275
21018,M,1.45,1.1375,0.4375,32.16250775,13.947954,6.22271525,9.36950975
21019,F,1.325,1.025,0.425,22.0275615,8.40562675,5.1879585,6.6621325
21020,F,1.65,1.3125,0.4,35.19590425,16.896302,8.448151,10.489315
21021,M,0.9375,0.7125,0.275,6.33611325,2.2963095,1.3891255,2.1262125
21022,M,1.5625,1.1875,0.3875,33.8776525,14.0330025,9.241937,8.9300925
21023,I,1.0375,0.8,0.25,12.51630425,6.59125875,3.30271675,3.118445
21024,M,1.375,1.125,0.425,26.1665885,11.4815475,6.27941425,6.633783
21025,I,0.9875,0.7375,0.25,7.030676,2.90582375,1.88524175,2.4097075
21026,M,1.1,0.875,0.225,11.4815475,4.69184225,2.42388225,3.8271825
21027,M,1.2625,0.9625,0.3125,15.5071765,6.67630725,3.96893,4.9611625
21028,I,0.7125,0.525,0.175,3.16096925,1.360776,0.623689,0.850485
21029,F,1.525,1.1875,0.425,31.127751,13.4660125,6.25106475,9.39785925
21030,I,0.6375,0.4875,0.175,2.721552,1.14815475,0.52446575,0.7654365
21031,I,0.9,0.6625,0.2125,5.3013565,2.0695135,1.37495075,1.644271
21032,I,1.3875,1.05,0.3375,20.184844,9.87980075,4.422522,5.953395
21033,M,1.4125,1.1,0.2875,23.700182,11.623295,5.17378375,5.10291
21034,I,0.9125,0.675,0.2375,5.8116475,1.871067,1.68679525,2.1262125
21035,M,1.625,1.275,0.4,44.4803655,22.01338675,6.9456275,9.07184
21036,F,1.15,0.9,0.3,12.99824575,4.32329875,2.70737725,3.5436875
21037,M,1.375,1.075,0.375,21.8007655,11.32562525,4.9044635,5.386405
21038,M,1.475,1.175,0.3875,27.91008275,14.685041,5.40057975,7.087375
21039,M,1.125,0.825,0.25,10.716111,4.195726,2.67902775,3.2601925
21040,I,0.4375,0.3375,0.1,0.9922325,0.3118445,0.226796,0.283495
21041,F,1.6,1.3,0.5125,43.6298805,16.726205,11.49572225,12.8990225
21042,M,1.325,1.0625,0.4,25.51455,10.44679075,4.8477645,8.8166945
21043,F,1.675,1.3125,0.475,39.179009,16.40018575,8.164656,10.489315
21044,M,1.425,1.125,0.3625,27.499015,11.69416875,5.1879585,8.63242275
21045,I,0.9125,0.675,0.225,5.8116475,2.211261,1.6159215,1.757669
21046,M,1.625,1.3125,0.4375,50.632207,25.16018125,11.58077075,12.6722265
