ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,location,quality
2852,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,white,California,5
2853,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,white,Texas,6
2854,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,white,California,7
2855,9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,red,California,7
2856,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,white,Texas,5
2857,6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,white,California,7
2858,6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,white,California,6
2859,7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,red,California,6
2860,7.2,0.23,0.38,6.1,0.067,20,90,0.99496,3.17,0.79,9.7,white,Texas,5
2861,9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,red,Texas,5
2862,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,white,Texas,5
2863,6.8,0.26,0.56,11.9,0.043,64,226,0.997,3.02,0.63,9.3,white,Texas,5
2864,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,white,Texas,5
2865,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,red,Texas,5
2866,6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,white,California,7
2867,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,white,California,5
2868,6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,red,California,5
2869,6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,red,Texas,5
2870,6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,white,California,5
2871,7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,white,California,7
2872,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,white,Texas,8
2873,9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,red,Texas,5
2874,9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,red,California,7
2875,5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,white,California,6
2876,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,white,California,6
2877,6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,white,Texas,5
2878,7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,white,California,5
2879,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,white,California,7
2880,6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,white,Texas,5
2881,8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,white,California,6
2882,6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4,white,California,4
2883,6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,white,Texas,5
2884,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,white,California,6
2885,6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,white,California,6
2886,8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,white,California,6
2887,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,white,California,7
2888,8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,white,California,5
2889,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,white,California,6
2890,7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,white,California,6
2891,6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,white,Texas,5
2892,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,white,California,6
2893,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,white,California,5
2894,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,white,California,6
2895,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,red,Texas,5
2896,8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,red,California,7
2897,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,white,California,6
2898,6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,white,California,7
2899,9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,red,Texas,5
2900,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,white,Texas,5
2901,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,white,California,6
2902,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,white,California,6
2903,11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,red,California,6
2904,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,white,Texas,6
2905,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,white,California,6
2906,8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,red,Texas,5
2907,7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,white,Texas,4
2908,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,red,California,5
2909,12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,red,California,6
2910,5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,white,Texas,6
2911,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,white,Texas,5
2912,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,white,California,7
2913,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,white,California,8
2914,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,red,California,6
2915,14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,red,California,6
2916,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,white,California,6
2917,7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,red,Texas,5
2918,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,white,California,6
2919,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,white,California,6
2920,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,red,California,6
2921,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,white,California,6
2922,6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,white,California,5
2923,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,red,Texas,5
2924,6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,white,California,7
2925,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,white,Texas,5
2926,6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,white,California,4
2927,6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,white,California,6
2928,6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,white,California,6
2929,7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,white,Texas,5
2930,7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,white,Texas,5
2931,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,white,California,6
2932,8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,red,Texas,7
2933,7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,red,Texas,5
2934,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,white,California,6
2935,5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,white,California,6
2936,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,white,California,5
2937,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,white,Texas,4
2938,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,white,Texas,8
2939,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,white,Texas,5
2940,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,white,Texas,5
2941,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,red,Texas,5
2942,7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,white,California,7
2943,7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,white,California,5
2944,11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7,white,Texas,3
2945,6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2,white,California,5
2946,6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,white,California,6
2947,8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,red,California,6
2948,6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,white,California,8
2949,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,white,California,7
2950,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,white,California,7
2951,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,white,California,7
2952,11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,red,California,6
2953,7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,white,California,6
2954,10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,red,California,7
2955,5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,red,California,8
2956,5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,white,California,6
2957,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,red,California,7
2958,6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,white,Texas,5
2959,7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,red,Texas,5
2960,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,white,Texas,5
2961,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,white,Texas,5
2962,7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,white,Texas,5
2963,7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,red,Texas,5
2964,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,white,California,7
2965,6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,white,Texas,5
2966,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,white,California,6
2967,7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,white,California,6
2968,8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,white,California,7
2969,6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,white,California,6
2970,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,white,California,6
2971,7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,red,Texas,5
2972,7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,white,Texas,5
2973,5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,white,Texas,5
2974,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,white,California,7
2975,7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,red,California,6
2976,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,red,Texas,6
2977,9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,red,California,6
2978,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,red,California,5
2979,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,white,California,6
2980,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,white,Texas,8
2981,7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,white,Texas,5
2982,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,white,Texas,5
2983,6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,white,Texas,5
2984,7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,white,Texas,5
2985,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,white,Texas,5
2986,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,white,California,6
2987,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,white,Texas,6
2988,6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,white,Texas,5
2989,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,white,Texas,5
2990,5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,white,California,6
2991,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,white,California,6
2992,6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,red,California,6
2993,8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,white,Texas,5
2994,10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,red,California,6
2995,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,white,California,7
2996,7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,white,Texas,5
2997,6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,white,California,6
2998,6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,white,Texas,5
2999,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,white,Texas,6
3000,7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,white,California,6
3001,6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,white,California,6
3002,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,white,Texas,5
3003,8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,red,Texas,6
3004,9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,red,California,6
3005,8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,white,Texas,6
3006,6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,red,California,6
3007,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,white,California,6
3008,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,white,California,6
3009,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,red,California,6
3010,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,white,California,6
3011,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,red,California,6
3012,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.63333333,white,California,6
3013,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,white,Texas,5
3014,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,white,Texas,5
3015,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,white,California,6
3016,6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,white,California,5
3017,6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,white,California,7
3018,8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,red,California,5
3019,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,white,Texas,6
3020,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,red,Texas,5
3021,7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,white,California,5
3022,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,white,California,6
3023,7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,white,Texas,4
3024,6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,white,Texas,5
3025,5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,white,California,7
3026,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,white,Texas,5
3027,7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,white,California,5
3028,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,white,California,6
3029,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,white,Texas,5
3030,9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,red,Texas,5
3031,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,white,California,7
3032,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,white,Texas,7
3033,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,white,California,7
3034,8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,red,California,6
3035,5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,white,California,6
3036,9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,red,California,7
3037,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,white,California,6
3038,7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,white,California,6
3039,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,white,Texas,5
3040,4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,white,California,5
3041,6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,white,California,7
3042,6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,white,Texas,6
3043,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,white,California,6
3044,8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,red,Texas,5
3045,7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,white,Texas,5
3046,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,white,California,6
3047,5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,white,California,6
3048,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,white,Texas,6
3049,6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,white,California,6
3050,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,white,California,5
3051,6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,white,Texas,6
3052,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,white,Texas,5
3053,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,white,Texas,5
3054,9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,white,Texas,5
3055,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,red,California,7
3056,8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,red,California,5
3057,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,red,California,6
3058,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,white,Texas,5
3059,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,white,California,6
3060,6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,white,Texas,5
3061,7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,white,Texas,5
3062,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,white,California,6
3063,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,red,California,6
3064,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,white,California,7
3065,7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,red,Texas,5
3066,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,white,California,6
3067,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,white,California,7
3068,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,white,California,6
3069,7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,white,California,7
3070,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,red,California,6
3071,5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,white,California,6
3072,5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,white,California,8
3073,8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,red,Texas,5
3074,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,white,California,6
3075,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,red,California,6
3076,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,red,Texas,5
3077,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,white,California,7
3078,11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,red,California,8
3079,5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,red,Texas,4
3080,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,white,California,7
3081,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,white,Texas,5
3082,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,white,California,7
3083,7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,red,Texas,7
3084,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,red,California,6
3085,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,white,California,6
3086,6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,white,Texas,6
3087,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,white,California,6
3088,6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,red,Texas,5
3089,6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,white,California,6
3090,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,white,Texas,5
3091,7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,red,Texas,6
3092,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,white,California,6
3093,10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,red,California,6
3094,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,white,California,6
3095,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,white,California,6
3096,9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,red,California,6
3097,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,red,Texas,5
3098,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,white,Texas,5
3099,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,white,Texas,5
3100,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,white,California,6
3101,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,red,Texas,5
3102,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,white,California,7
3103,9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,red,California,7
3104,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,red,California,6
3105,7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,white,Texas,6
3106,5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,white,Texas,4
3107,7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,white,California,6
3108,6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,white,Texas,7
3109,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,white,California,6
3110,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,white,California,7
3111,5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,red,Texas,5
3112,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,white,California,5
3113,5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,white,Texas,5
3114,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,white,California,7
3115,7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,white,Texas,4
3116,7.1,0.24,0.34,1.2,0.045,6,132,0.99132,3.16,0.46,11.2,white,Texas,4
3117,6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,white,California,6
3118,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,white,California,6
3119,10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,red,Texas,5
3120,7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,white,California,6
3121,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,white,California,6
3122,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,white,Texas,6
3123,7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,white,California,6
3124,6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,red,Texas,6
3125,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,white,California,6
3126,6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,red,Texas,5
3127,5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,white,California,7
3128,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,white,California,5
3129,5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,white,California,6
